filename,hash,size,valid_opcodes_count,opcode_ratio,unique_opcodes,tia_accesses,riot_accesses,riot_timer_accesses,riot_io_accesses,branch_count,jump_count,composite_score
Air Raid.bin,35be5542,4096,2849,0.695556640625,109,159,24,6,18,266,127,0.81988916015625
Air Raid.bin,35be5542,4096,2849,0.695556640625,109,159,24,6,18,266,127,0.81988916015625
Swoops! (v0.96).bin,278f1488,4096,3030,0.73974609375,123,255,21,21,0,346,73,0.8189365234375
Swoops! (v0.96).bin,278f1488,4096,3030,0.73974609375,123,255,21,21,0,346,73,0.8189365234375
Kaboom! (1).bin,5428cdfa,2048,1569,0.76611328125,105,140,28,26,2,183,39,0.8182783203125
Kaboom! (1).bin,5428cdfa,2048,1569,0.76611328125,105,140,28,26,2,183,39,0.8182783203125
EuchrePAL.bin,199985ca,4096,3142,0.76708984375,95,212,19,18,1,363,119,0.8177724609375
EuchrePAL.bin,199985ca,4096,3142,0.76708984375,95,212,19,18,1,363,119,0.8177724609375
Euchre.bin,6205855c,4096,3133,0.764892578125,92,212,19,18,1,360,119,0.81722314453125
Euchre.bin,6205855c,4096,3133,0.764892578125,92,212,19,18,1,360,119,0.81722314453125
Spike's Peak.bin,a4e88572,8192,6393,0.7803955078125,112,463,18,18,0,666,171,0.817098876953125
Spike's Peak.bin,a4e88572,8192,6393,0.7803955078125,112,463,18,18,0,666,171,0.817098876953125
Demons to Diamonds.bin,f91fb8da,4096,3193,0.779541015625,94,178,18,15,3,389,75,0.81688525390625
Demons to Diamonds.bin,f91fb8da,4096,3193,0.779541015625,94,178,18,15,3,389,75,0.81688525390625
Angling.bin,6672de8f,2048,1588,0.775390625,110,149,33,30,3,164,28,0.8168476562499999
Fishing Derby (32 in 1) (PAL).bin,7628d3ca,2048,1588,0.775390625,109,149,33,30,3,164,28,0.8168476562499999
Angling.bin,6672de8f,2048,1588,0.775390625,110,149,33,30,3,164,28,0.8168476562499999
Fishing Derby (32 in 1) (PAL).bin,7628d3ca,2048,1588,0.775390625,109,149,33,30,3,164,28,0.8168476562499999
Fantastic Voyage.bin,b80d50ec,4096,3248,0.79296875,95,211,17,17,0,458,56,0.8162421875
Fantastic Voyage.bin,b80d50ec,4096,3248,0.79296875,95,211,17,17,0,458,56,0.8162421875
Cosmic Creeps.bin,3c853d86,4096,3165,0.772705078125,119,155,18,10,8,234,129,0.81517626953125
Cosmic Creeps.bin,3c853d86,4096,3165,0.772705078125,119,155,18,10,8,234,129,0.81517626953125
Swoops! (v0.96) (PAL).bin,5d8f1ab9,4096,3026,0.73876953125,123,253,20,20,0,345,77,0.8146923828125
Swoops! (v0.96) (PAL).bin,5d8f1ab9,4096,3026,0.73876953125,123,253,20,20,0,345,77,0.8146923828125
Quest for Quintana Roo.bin,a0675883,8192,6308,0.77001953125,125,387,18,18,0,548,250,0.8145048828125
Quest for Quintana Roo.bin,a0675883,8192,6308,0.77001953125,125,387,18,18,0,548,250,0.8145048828125
Video Jogger.bin,4191b671,4096,3016,0.736328125,86,190,20,16,4,347,96,0.81408203125
Video Jogger.bin,4191b671,4096,3016,0.736328125,86,190,20,16,4,347,96,0.81408203125
Omegarac.bin,9947f1eb,12288,8982,0.73095703125,79,213,20,17,3,729,232,0.8127392578125
Omegarac.bin,9947f1eb,12288,8982,0.73095703125,79,213,20,17,3,729,232,0.8127392578125
Fast Eddie.bin,9de0d457,4096,3109,0.759033203125,103,209,18,18,0,299,50,0.81175830078125
Fast Eddie.bin,9de0d457,4096,3109,0.759033203125,103,209,18,18,0,299,50,0.81175830078125
Targ (CBS).bin,2d6741cd,4096,3433,0.838134765625,110,134,21,21,0,294,51,0.81153369140625
Targ (CBS).bin,2d6741cd,4096,3433,0.838134765625,110,134,21,21,0,294,51,0.81153369140625
Blackjack (2).bin,b2761efb,4096,3100,0.7568359375,114,158,18,12,6,404,94,0.811208984375
Blackjack (2).bin,b2761efb,4096,3100,0.7568359375,114,158,18,12,6,404,94,0.811208984375
Gyruss.bin,b311ab95,8192,5275,0.6439208984375,115,100,60,49,11,594,172,0.8109802246093749
Gyruss.bin,b311ab95,8192,5275,0.6439208984375,115,100,60,49,11,594,172,0.8109802246093749
Texas Chainsaw Massacre.bin,5eeb8129,4096,3224,0.787109375,103,258,16,2,14,322,72,0.81077734375
Texas Chainsaw Massacre.bin,5eeb8129,4096,3224,0.787109375,103,258,16,2,14,322,72,0.81077734375
RevengeOfTheApes.bin,0b01909b,8192,5257,0.6417236328125,92,187,25,15,10,452,121,0.810430908203125
RevengeOfTheApes.bin,0b01909b,8192,5257,0.6417236328125,92,187,25,15,10,452,121,0.810430908203125
Skeet Shoot (2).bin,5f2b4c15,4096,3216,0.78515625,101,202,16,0,16,446,86,0.8102890625
Skeet Shoot (2).bin,5f2b4c15,4096,3216,0.78515625,101,202,16,0,16,446,86,0.8102890625
Marineflieger (PAL).bin,1b8d35d9,4096,3268,0.7978515625,97,252,15,9,6,316,117,0.809462890625
Marineflieger (PAL).bin,1b8d35d9,4096,3268,0.7978515625,97,252,15,9,6,316,117,0.809462890625
Sea Hawk (CCE).bin,3fd53bfe,4096,3257,0.795166015625,94,252,15,9,6,310,108,0.80879150390625
Sea Hawk (CCE).bin,3fd53bfe,4096,3257,0.795166015625,94,252,15,9,6,310,108,0.80879150390625
2Pak Yellow - Star Warrior - Frogger.bin,4d2cef8f,16384,7757,0.47344970703125,3,387,35,34,1,857,281,0.8083624267578124
2Pak Yellow - Star Warrior - Frogger.bin,4d2cef8f,16384,7757,0.47344970703125,3,387,35,34,1,857,281,0.8083624267578124
Cakewalk.bin,7f653338,4096,3044,0.7431640625,114,332,18,16,2,301,139,0.807791015625
Cakewalk.bin,7f653338,4096,3044,0.7431640625,114,332,18,16,2,301,139,0.807791015625
scsi200_NTSC.bin,13737359,4096,2064,0.50390625,110,202,36,36,0,183,90,0.8072265624999999
scsi200_NTSC.bin,13737359,4096,2064,0.50390625,110,202,36,36,0,183,90,0.8072265624999999
MTNKING.BIN,7e51a58d,12288,8292,0.6748046875,86,283,22,18,4,883,169,0.806701171875
MTNKING.BIN,7e51a58d,12288,8292,0.6748046875,86,283,22,18,4,883,169,0.806701171875
Frogpond.bin,5f73e717,8192,6907,0.8431396484375,84,245,11,1,10,589,182,0.8047849121093751
Frogpond.bin,5f73e717,8192,6907,0.8431396484375,84,245,11,1,10,589,182,0.8047849121093751
Gopher.bin,c16c79aa,4096,2972,0.7255859375,108,162,18,13,5,290,123,0.803396484375
Gopher.bin,c16c79aa,4096,2972,0.7255859375,108,162,18,13,5,290,123,0.803396484375
Ixion.bin,2f0546c4,8192,6458,0.788330078125,99,190,14,11,3,636,148,0.80308251953125
Ixion.bin,2f0546c4,8192,6458,0.788330078125,99,190,14,11,3,636,148,0.80308251953125
Tron - Deadly Discs.bin,fb27afe8,4096,3228,0.7880859375,111,225,14,12,2,352,122,0.803021484375
Tron - Deadly Discs.bin,fb27afe8,4096,3228,0.7880859375,111,225,14,12,2,352,122,0.803021484375
SkelPPAL.bin,63c7395d,4096,2892,0.7060546875,103,182,19,5,14,473,123,0.802513671875
SkelPPAL.bin,63c7395d,4096,2892,0.7060546875,103,182,19,5,14,473,123,0.802513671875
Bridge.bin,cfd6a8b2,4096,3211,0.783935546875,113,78,111,108,3,495,113,0.8019838867187501
Bridge.bin,cfd6a8b2,4096,3211,0.783935546875,113,78,111,108,3,495,113,0.8019838867187501
Laser Blast (1).bin,931b91a8,2048,1556,0.759765625,99,156,28,16,12,175,27,0.80069140625
Laser Blast (1).bin,931b91a8,2048,1556,0.759765625,99,156,28,16,12,175,27,0.80069140625
Laser Blast (32 in 1) (PAL).bin,0d1b3abf,2048,1564,0.763671875,100,156,28,16,12,173,27,0.8001679687500001
Laser Blast (32 in 1) (PAL).bin,0d1b3abf,2048,1564,0.763671875,100,156,28,16,12,173,27,0.8001679687500001
skeleton.bin,28a4cd87,4096,2784,0.6796875,102,157,20,5,15,431,111,0.799921875
skeleton.bin,28a4cd87,4096,2784,0.6796875,102,157,20,5,15,431,111,0.799921875
3D Tic-Tac-Toe (1).bin,0db4f415,2048,1508,0.736328125,107,83,81,78,3,199,70,0.7993320312500001
3D Tic-Tac-Toe (32 in 1) (PAL).bin,7b5207e6,2048,1508,0.736328125,106,83,81,78,3,199,71,0.7993320312500001
3D Tic-Tac-Toe (1).bin,0db4f415,2048,1508,0.736328125,107,83,81,78,3,199,70,0.7993320312500001
3D Tic-Tac-Toe (32 in 1) (PAL).bin,7b5207e6,2048,1508,0.736328125,106,83,81,78,3,199,71,0.7993320312500001
tempst26.bin,c830f6ae,8192,6710,0.819091796875,99,208,11,5,6,668,176,0.7987729492187501
tempst26.bin,c830f6ae,8192,6710,0.819091796875,99,208,11,5,6,668,176,0.7987729492187501
Duck Shoot (PAL).bin,1bb91bae,4096,3136,0.765625,103,215,14,12,2,378,146,0.79740625
Duck Shoot (PAL).bin,1bb91bae,4096,3136,0.765625,103,215,14,12,2,378,146,0.79740625
Backgammon.bin,8556b42a,4096,3166,0.77294921875,104,107,35,17,18,410,186,0.7972373046875
Backgammon.bin,8556b42a,4096,3166,0.77294921875,104,107,35,17,18,410,186,0.7972373046875
SkelPlus.bin,eafe8b40,4096,2791,0.681396484375,99,187,19,5,14,446,110,0.79634912109375
SkelPlus.bin,eafe8b40,4096,2791,0.681396484375,99,187,19,5,14,446,110,0.79634912109375
Jammed.bin,04dfb4ac,4096,2722,0.66455078125,114,112,39,39,0,236,96,0.7961376953125
Jammed.bin,04dfb4ac,4096,2722,0.66455078125,114,112,39,39,0,236,96,0.7961376953125
McDonalds.bin,35b43b54,4096,3113,0.760009765625,103,132,23,10,13,395,143,0.79600244140625
McDonalds.bin,35b43b54,4096,3113,0.760009765625,103,132,23,10,13,395,143,0.79600244140625
skel-pal.bin,8e887d1b,4096,2782,0.67919921875,104,159,19,5,14,459,120,0.7957998046875
skel-pal.bin,8e887d1b,4096,2782,0.67919921875,104,159,19,5,14,459,120,0.7957998046875
Wings_6-3-83.bin,8e48ea6e,12288,7709,0.6273600260416666,17,579,22,14,8,740,197,0.7948400065104166
Wings_6-3-83.bin,8e48ea6e,12288,7709,0.6273600260416666,17,579,22,14,8,740,197,0.7948400065104166
Code Breaker (1).bin,5846b1d3,2048,1608,0.78515625,111,85,110,82,28,178,38,0.7947890625
Code Breaker (1).bin,5846b1d3,2048,1608,0.78515625,111,85,110,82,28,178,38,0.7947890625
Monstercise.bin,6913c900,8192,6201,0.7569580078125,60,157,16,16,0,187,101,0.793489501953125
Monstercise.bin,6913c900,8192,6201,0.7569580078125,60,157,16,16,0,187,101,0.793489501953125
Air-Sea Battle (1).bin,16cb4349,2048,1566,0.7646484375,104,86,82,62,20,212,32,0.7931621093750001
Air-Sea Battle (32 in 1) (PAL).bin,8aad33da,2048,1566,0.7646484375,106,86,83,63,20,211,32,0.7931621093750001
Air-Sea Battle (1).bin,16cb4349,2048,1566,0.7646484375,104,86,82,62,20,212,32,0.7931621093750001
Air-Sea Battle (32 in 1) (PAL).bin,8aad33da,2048,1566,0.7646484375,106,86,83,63,20,211,32,0.7931621093750001
Challenge of...NEXAR.bin,5d799bfa,4096,3394,0.82861328125,106,159,9,9,0,347,69,0.7931533203125001
Nexar.bin,5d799bfa,4096,3394,0.82861328125,106,159,9,9,0,347,69,0.7931533203125001
Challenge of...NEXAR.bin,5d799bfa,4096,3394,0.82861328125,106,159,9,9,0,347,69,0.7931533203125001
Nexar.bin,5d799bfa,4096,3394,0.82861328125,106,159,9,9,0,347,69,0.7931533203125001
Space Jockey (4K version).bin,d1a9478b,4096,3058,0.74658203125,110,198,14,14,0,362,82,0.7926455078125
Space Jockey (4K version).bin,d1a9478b,4096,3058,0.74658203125,110,198,14,14,0,362,82,0.7926455078125
Star Wars - Empire Strikes Back.bin,3c8e57a2,4096,3146,0.76806640625,116,143,16,15,1,401,123,0.7920166015625
STAREMPR.BIN,3c8e57a2,4096,3146,0.76806640625,116,143,16,15,1,401,123,0.7920166015625
Star Wars - Empire Strikes Back.bin,3c8e57a2,4096,3146,0.76806640625,116,143,16,15,1,401,123,0.7920166015625
STAREMPR.BIN,3c8e57a2,4096,3146,0.76806640625,116,143,16,15,1,401,123,0.7920166015625
Stellar Track.bin,0b8d3002,4096,3113,0.760009765625,112,76,113,113,0,328,157,0.7920024414062501
Stellar Track.bin,0b8d3002,4096,3113,0.760009765625,112,76,113,113,0,328,157,0.7920024414062501
Golf (2).bin,f542b5d0,4096,3160,0.771484375,118,186,12,12,0,380,60,0.79087109375
Golf (2).bin,f542b5d0,4096,3160,0.771484375,118,186,12,12,0,380,60,0.79087109375
Home Run Baseball (1).bin,0bfabf1e,2048,1567,0.76513671875,109,89,63,60,3,225,28,0.7892841796875001
Homerun (32 in 1) (PAL).bin,ca7aaebd,2048,1567,0.76513671875,109,89,63,60,3,225,28,0.7892841796875001
Home Run Baseball (1).bin,0bfabf1e,2048,1567,0.76513671875,109,89,63,60,3,225,28,0.7892841796875001
Homerun (32 in 1) (PAL).bin,ca7aaebd,2048,1567,0.76513671875,109,89,63,60,3,225,28,0.7892841796875001
Pompeii.bin,a83b070b,4096,3043,0.742919921875,94,224,13,8,5,250,87,0.78772998046875
Pompeii.bin,a83b070b,4096,3043,0.742919921875,94,224,13,8,5,250,87,0.78772998046875
Trick Shot.bin,24df0529,4096,3024,0.73828125,108,210,12,5,7,293,113,0.7825703125
Trick Shot.bin,24df0529,4096,3024,0.73828125,108,210,12,5,7,293,113,0.7825703125
MondoPong.bin,1f60e48a,4096,2592,0.6328125,109,162,20,14,6,192,103,0.782203125
MondoPong.bin,1f60e48a,4096,2592,0.6328125,109,162,20,14,6,192,103,0.782203125
Master Builder.bin,ae4be3a3,4096,3103,0.757568359375,113,119,26,26,0,352,159,0.78139208984375
Master Builder.bin,ae4be3a3,4096,3103,0.757568359375,113,119,26,26,0,352,159,0.78139208984375
Miner 2049er.bin,fa057056,8192,6185,0.7550048828125,106,71,126,71,55,602,488,0.7807512207031251
Miner 2049er.bin,fa057056,8192,6185,0.7550048828125,106,71,126,71,55,602,488,0.7807512207031251
Skiing (2).bin,60bbd425,4096,3112,0.759765625,109,170,10,6,4,404,92,0.77994140625
Skiing (2).bin,60bbd425,4096,3112,0.759765625,109,170,10,6,4,404,92,0.77994140625
Multi-Sprite Demo.bin,42ae81ae,8448,3441,0.4073153409090909,93,179,32,25,7,390,96,0.7798288352272726
Multi-Sprite Demo.bin,42ae81ae,8448,3441,0.4073153409090909,93,179,32,25,7,390,96,0.7798288352272726
lochjaw.bin,86128001,4096,3301,0.805908203125,116,207,7,7,0,439,63,0.7794770507812501
lochjaw.bin,86128001,4096,3301,0.805908203125,116,207,7,7,0,439,63,0.7794770507812501
fotr.bin,e4b12dea,4096,2556,0.6240234375,96,96,45,45,0,202,61,0.778005859375
fotr.bin,e4b12dea,4096,2556,0.6240234375,96,96,45,45,0,202,61,0.778005859375
Shark Attack.bin,54f7efa6,4096,3274,0.79931640625,115,204,7,7,0,451,66,0.7778291015625
Shark Attack.bin,54f7efa6,4096,3274,0.79931640625,115,204,7,7,0,451,66,0.7778291015625
Sssnake.bin,21a96301,4096,3267,0.797607421875,87,181,7,7,0,359,132,0.77740185546875
Sssnake.bin,21a96301,4096,3267,0.797607421875,87,181,7,7,0,359,132,0.77740185546875
AdventuresOnGX12.BIN,06cfd57f,4096,3259,0.795654296875,110,214,7,7,0,359,113,0.77691357421875
AdventuresOnGX12.BIN,06cfd57f,4096,3259,0.795654296875,110,214,7,7,0,359,113,0.77691357421875
Minesweeper.bin,ac5f78ba,4096,1600,0.390625,83,159,55,55,0,132,32,0.77665625
Minesweeper.bin,ac5f78ba,4096,1600,0.390625,83,159,55,55,0,132,32,0.77665625
Adventures of Tron.bin,ca4f8c5b,4096,3251,0.793701171875,110,212,7,7,0,360,111,0.77642529296875
Adventures of Tron.bin,ca4f8c5b,4096,3251,0.793701171875,110,212,7,7,0,360,111,0.77642529296875
Ocean City Defender.bin,4cabc895,4096,3105,0.758056640625,111,281,9,5,4,353,74,0.77551416015625
Ocean City Defender.bin,4cabc895,4096,3105,0.758056640625,111,281,9,5,4,353,74,0.77551416015625
Atlantis (Activision) (1).bin,cb8afcbc,4096,3098,0.75634765625,111,280,9,5,4,358,74,0.7750869140625
Atlantis (Activision) (1).bin,cb8afcbc,4096,3098,0.75634765625,111,280,9,5,4,358,74,0.7750869140625
Atlantis2.BIN,826481f6,4096,3087,0.753662109375,111,284,9,5,4,361,78,0.77441552734375
Atlantis2.BIN,826481f6,4096,3087,0.753662109375,111,284,9,5,4,361,78,0.77441552734375
Squeeze Box.bin,ba257438,4096,2947,0.719482421875,100,177,11,11,0,364,108,0.77387060546875
Squeeze Box.bin,ba257438,4096,2947,0.719482421875,100,177,11,11,0,364,108,0.77387060546875
Okie Dokie.bin,cca33ae3,2048,1629,0.79541015625,100,90,40,36,4,180,64,0.7738525390625001
Okie Dokie.bin,cca33ae3,2048,1629,0.79541015625,100,90,40,36,4,180,64,0.7738525390625001
Marine Wars.bin,b00e8217,4096,3077,0.751220703125,110,116,26,2,24,417,143,0.77380517578125
Marine Wars.bin,b00e8217,4096,3077,0.751220703125,110,116,26,2,24,417,143,0.77380517578125
combat2.bin,b0c9cf89,8192,6662,0.813232421875,86,308,5,5,0,465,241,0.7733081054687501
combat2.bin,b0c9cf89,8192,6662,0.813232421875,86,308,5,5,0,465,241,0.7733081054687501
Video Olympics - Pong Sports (1).bin,60e0ea3c,2048,1598,0.7802734375,111,64,50,36,14,207,47,0.7730683593750001
Video Olympics - Pong Sports (1).bin,60e0ea3c,2048,1598,0.7802734375,111,64,50,36,14,207,47,0.7730683593750001
SaveTheWhales.BIN,e377c3af,4096,3458,0.84423828125,105,163,3,2,1,291,58,0.7730595703125
SaveTheWhales.BIN,e377c3af,4096,3458,0.84423828125,105,163,3,2,1,291,58,0.7730595703125
Bogey Blaster.bin,c59633db,4096,3166,0.77294921875,119,211,7,7,0,361,98,0.7712373046875
Bogey Blaster.bin,c59633db,4096,3166,0.77294921875,119,211,7,7,0,361,98,0.7712373046875
Air Raiders.bin,a9cb638c,4096,3164,0.7724609375,119,211,7,7,0,361,98,0.771115234375
Air Raiders.bin,a9cb638c,4096,3164,0.7724609375,119,211,7,7,0,361,98,0.771115234375
Tapeworm.bin,de3d0e37,4096,3019,0.737060546875,90,156,9,9,0,317,70,0.77026513671875
Tapeworm.bin,de3d0e37,4096,3019,0.737060546875,90,156,9,9,0,317,70,0.77026513671875
Boggle.bin,a5855d73,2048,1358,0.6630859375,107,92,63,49,14,159,67,0.7690214843749998
Boggle.bin,a5855d73,2048,1358,0.6630859375,107,92,63,49,14,159,67,0.7690214843749998
Ram It.bin,7096a198,4096,3167,0.773193359375,100,243,6,6,0,399,112,0.76729833984375
Ram It.bin,7096a198,4096,3167,0.773193359375,100,243,6,6,0,399,112,0.76729833984375
Video Checkers.bin,539d26b6,4096,3164,0.7724609375,106,138,12,11,1,394,159,0.7671152343750001
Video Checkers.bin,539d26b6,4096,3164,0.7724609375,106,138,12,11,1,394,159,0.7671152343750001
Fast Food.bin,665b8f8e,4096,2901,0.708251953125,105,126,22,22,0,298,143,0.76706298828125
Fast Food.bin,665b8f8e,4096,2901,0.708251953125,105,126,22,22,0,298,143,0.76706298828125
Pharoah's Curse.bin,62f74a27,4096,3216,0.78515625,113,172,5,4,1,299,179,0.7662890625
Pharoah's Curse.bin,62f74a27,4096,3216,0.78515625,113,172,5,4,1,299,179,0.7662890625
Miniature Golf - Arcade Golf (1).bin,df62a658,2048,1561,0.76220703125,108,68,53,32,21,195,37,0.7653017578125001
MIN_GOLF.BIN,df62a658,2048,1561,0.76220703125,108,68,53,32,21,195,37,0.7653017578125001
Miniature Golf - Arcade Golf (1).bin,df62a658,2048,1561,0.76220703125,108,68,53,32,21,195,37,0.7653017578125001
MIN_GOLF.BIN,df62a658,2048,1561,0.76220703125,108,68,53,32,21,195,37,0.7653017578125001
Astro War.bin,8f53a3b9,4096,3386,0.82666015625,79,227,2,2,0,319,107,0.7646650390625
Astrowar.bin,8f53a3b9,4096,3386,0.82666015625,79,227,2,2,0,319,107,0.7646650390625
Astro War.bin,8f53a3b9,4096,3386,0.82666015625,79,227,2,2,0,319,107,0.7646650390625
Astrowar.bin,8f53a3b9,4096,3386,0.82666015625,79,227,2,2,0,319,107,0.7646650390625
Tennis (32 in 1) (PAL).bin,16e04823,2048,1618,0.7900390625,115,108,29,19,10,200,34,0.764509765625
Tennis (32 in 1) (PAL).bin,16e04823,2048,1618,0.7900390625,115,108,29,19,10,200,34,0.764509765625
Slot Racers - Maze (1).bin,aed82052,2048,1473,0.71923828125,100,82,68,63,5,160,65,0.7638095703125
Slot Racers - Maze (1).bin,aed82052,2048,1473,0.71923828125,100,82,68,63,5,160,65,0.7638095703125
Stampede (1).bin,21d7334e,2048,1579,0.77099609375,115,139,15,3,12,177,40,0.7634990234375
Stampede (1).bin,21d7334e,2048,1579,0.77099609375,115,139,15,3,12,177,40,0.7634990234375
warworm.bin,7e7c4c59,4096,3170,0.77392578125,100,239,5,2,3,333,146,0.7634814453125
warworm.bin,7e7c4c59,4096,3170,0.77392578125,100,239,5,2,3,333,146,0.7634814453125
Meteor Defence.bin,6522717c,4096,3365,0.821533203125,80,229,2,2,0,317,99,0.76338330078125
Meteor Defence.bin,6522717c,4096,3365,0.821533203125,80,229,2,2,0,317,99,0.76338330078125
Stampede (32 in 1) (PAL).bin,c9196e28,2048,1578,0.7705078125,114,139,15,3,12,177,40,0.763376953125
Stampede (32 in 1) (PAL).bin,c9196e28,2048,1578,0.7705078125,114,139,15,3,12,177,40,0.763376953125
Miniature Golf (32 in 1) (PAL).bin,73521c6b,2048,1554,0.7587890625,109,67,52,31,21,194,37,0.7616972656250001
Miniature Golf (32 in 1) (PAL).bin,73521c6b,2048,1554,0.7587890625,109,67,52,31,21,194,37,0.7616972656250001
Tennis (1).bin,42cdd6a9,2048,1612,0.787109375,115,108,29,19,10,202,33,0.76127734375
Tennis (1).bin,42cdd6a9,2048,1612,0.787109375,115,108,29,19,10,202,33,0.76127734375
Slot Racers (32 in 1) (PAL).bin,d1d704a7,2048,1474,0.7197265625,100,80,68,63,5,161,64,0.7606816406250001
Slot Racers (32 in 1) (PAL).bin,d1d704a7,2048,1474,0.7197265625,100,80,68,63,5,161,64,0.7606816406250001
MINRVOL2.BIN,468f2dec,8192,6235,0.7611083984375,107,60,60,55,5,647,445,0.7602770996093751
MINRVOL2.BIN,468f2dec,8192,6235,0.7611083984375,107,60,60,55,5,647,445,0.7602770996093751
Circus-j.bin,a29df355,4096,3445,0.841064453125,108,128,11,11,0,273,76,0.76026611328125
Circus-j.bin,a29df355,4096,3445,0.841064453125,108,128,11,11,0,273,76,0.76026611328125
Surround (4k version).bin,31d08cb4,4096,3174,0.77490234375,102,176,4,2,2,358,126,0.7597255859375
Surround (4k version).bin,31d08cb4,4096,3174,0.77490234375,102,176,4,2,2,358,126,0.7597255859375
GUNNTSC.bin,f750b5d6,4096,2734,0.66748046875,112,105,33,20,13,293,87,0.7588701171875
GUNNTSC.bin,f750b5d6,4096,2734,0.66748046875,112,105,33,20,13,293,87,0.7588701171875
Circus Atari.bin,a7b96a81,4096,3473,0.847900390625,108,125,11,11,0,264,65,0.75597509765625
Circus Atari.bin,a7b96a81,4096,3473,0.847900390625,108,125,11,11,0,264,65,0.75597509765625
Seesaw (Taiwan).bin,efffafc1,4096,3433,0.838134765625,108,126,11,11,0,273,76,0.75553369140625
Seesaw (Taiwan).bin,efffafc1,4096,3433,0.838134765625,108,126,11,11,0,273,76,0.75553369140625
Breakout - Breakaway IV (2).bin,9a25b3cf,4096,3096,0.755859375,108,176,4,4,0,358,116,0.75496484375
Breakout - Breakaway IV (2).bin,9a25b3cf,4096,3096,0.755859375,108,176,4,4,0,358,116,0.75496484375
Word Zapper.bin,ec3beb6d,4096,2931,0.715576171875,113,123,20,17,3,286,99,0.7548940429687501
Word Zapper.bin,ec3beb6d,4096,2931,0.715576171875,113,123,20,17,3,286,99,0.7548940429687501
Lock n Chase.bin,71464c54,4096,3015,0.736083984375,112,162,5,4,1,369,108,0.75402099609375
Lock n Chase.bin,71464c54,4096,3015,0.736083984375,112,162,5,4,1,369,108,0.75402099609375
Shuttle Orbiter.bin,25b6dc01,4096,2998,0.73193359375,75,164,5,4,1,287,102,0.7529833984375
Shuttle Orbiter.bin,25b6dc01,4096,2998,0.73193359375,75,164,5,4,1,287,102,0.7529833984375
Steeplechase (1).bin,656dc247,2048,1526,0.7451171875,110,85,40,40,0,191,35,0.7470292968750001
Steeplechase (1).bin,656dc247,2048,1526,0.7451171875,110,85,40,40,0,191,35,0.7470292968750001
Maze Craze.bin,f825c538,4096,3225,0.787353515625,74,189,0,0,0,325,133,0.7468383789062499
Puzzle (Taiwan).bin,8108ad26,4096,3225,0.787353515625,75,189,0,0,0,325,133,0.7468383789062499
Maze Craze.bin,f825c538,4096,3225,0.787353515625,74,189,0,0,0,325,133,0.7468383789062499
Puzzle (Taiwan).bin,8108ad26,4096,3225,0.787353515625,75,189,0,0,0,325,133,0.7468383789062499
poker_squares.bin,8c136e97,4096,2650,0.64697265625,102,361,14,11,3,231,31,0.7452431640625
poker_squares.bin,8c136e97,4096,2650,0.64697265625,102,361,14,11,3,231,31,0.7452431640625
Human Cannonball (32 in 1) (PAL).bin,ad42e3ca,2048,1548,0.755859375,110,102,32,21,11,164,85,0.74396484375
Human Cannonball (32 in 1) (PAL).bin,ad42e3ca,2048,1548,0.755859375,110,102,32,21,11,164,85,0.74396484375
Bumpnjump.bin,76f53abb,16384,5524,0.337158203125,0,377,27,20,7,524,192,0.74228955078125
Bumpnjump.bin,76f53abb,16384,5524,0.337158203125,0,377,27,20,7,524,192,0.74228955078125
Human Cannonball - Cannon Man (1).bin,7972e510,2048,1548,0.755859375,110,101,32,21,11,164,84,0.7419648437499999
Human Cannonball - Cannon Man (1).bin,7972e510,2048,1548,0.755859375,110,101,32,21,11,164,84,0.7419648437499999
scsi130-cge2k1.bin,523f5cbb,4096,1957,0.477783203125,104,180,26,24,2,156,149,0.74044580078125
scsi130sp-cge2k1.bin,523f5cbb,4096,1957,0.477783203125,104,180,26,24,2,156,149,0.74044580078125
scsi130-cge2k1.bin,523f5cbb,4096,1957,0.477783203125,104,180,26,24,2,156,149,0.74044580078125
scsi130sp-cge2k1.bin,523f5cbb,4096,1957,0.477783203125,104,180,26,24,2,156,149,0.74044580078125
falldown_ntsc.bin,76181e04,8192,5011,0.6116943359375,113,233,9,9,0,395,211,0.738923583984375
falldown_ntsc.bin,76181e04,8192,5011,0.6116943359375,113,233,9,9,0,395,211,0.738923583984375
Malagai.bin,ccb5fa95,4096,3089,0.754150390625,100,164,0,0,0,416,124,0.7385375976562499
Malagai.bin,ccb5fa95,4096,3089,0.754150390625,100,164,0,0,0,416,124,0.7385375976562499
Frogflys.bin,dcc2956c,4096,2804,0.6845703125,114,106,26,26,0,286,93,0.737142578125
Frogflys.bin,dcc2956c,4096,2804,0.6845703125,114,106,26,26,0,286,93,0.737142578125
Springer.bin,4cd796b5,8192,6040,0.7373046875,116,51,97,81,16,678,470,0.7363261718749999
Springer.bin,4cd796b5,8192,6040,0.7373046875,116,51,97,81,16,678,470,0.7363261718749999
Z-Tack.bin,c4691516,4096,3024,0.73828125,106,128,11,1,10,294,130,0.7345703124999999
Z-Tack.bin,c4691516,4096,3024,0.73828125,106,128,11,1,10,294,130,0.7345703124999999
Base Attack (PAL).bin,d6dc9b45,4096,2991,0.730224609375,106,129,11,1,10,300,125,0.7345561523437499
Base Attack (PAL).bin,d6dc9b45,4096,2991,0.730224609375,106,129,11,1,10,300,125,0.7345561523437499
